lat,lon,dbh_in,condition,height_m,match_distance_m
40.769340,-73.949245,26,Good,16.6,24.95
40.789676,-73.968711,12,Good,13.6,1.72
40.792174,-73.949550,27,Good,17.9,2.09
40.797535,-73.966999,18,Fair,12.6,0.22
40.768760,-73.949271,18,Dead,12.1,19.81
40.768554,-73.949429,21,Good,15.2,10.78
40.796760,-73.967414,18,Good,19.4,4.63
40.795602,-73.968520,19,Excellent,9.1,4.21
40.796542,-73.967624,23,Good,20.2,0.74
40.795580,-73.968863,17,Good,19.1,0.93
40.795756,-73.968885,16,Good,14.9,1.88
40.795480,-73.968228,14,Excellent,14.4,1.16
40.782139,-73.972470,23,Good,19.2,3.46
40.799370,-73.974210,28,Fair,17.3,4.17
40.768739,-73.949917,20,Fair,13.6,4.74
40.795486,-73.969081,20,Good,18.9,5.77
40.796385,-73.975517,38,Poor,18.4,3.91
40.781872,-73.978269,20,Good,16.0,3.45
40.796937,-73.975237,28,Good,17.7,2.23
40.768964,-73.950443,16,Fair,51.3,3.01
40.768778,-73.950023,28,Good,15.8,1.74
40.797528,-73.975280,14,Fair,4.1,3.34
40.769637,-73.949683,20,Dead,15.4,2.74
40.781775,-73.978027,20,Good,17.5,1.72
40.795680,-73.968015,19,Good,14.5,4.68
40.797630,-73.975227,14,Fair,4.9,0.49
40.769911,-73.949314,22,Good,16.4,13.90
40.795625,-73.968824,17,Good,16.2,1.12
40.797698,-73.967365,14,Good,13.9,1.77
40.795348,-73.969057,11,Good,13.7,4.16
40.796809,-73.967368,17,Good,17.7,2.87
40.768855,-73.949325,20,Good,12.1,17.62
40.769162,-73.949641,13,Good,12.6,6.07
40.796936,-73.967611,20,Good,16.9,0.73
40.795623,-73.968974,16,Good,18.3,3.06
40.768942,-73.950169,27,Good,16.7,3.54
40.782011,-73.978761,22,Dead,18.6,0.89
40.796691,-73.967526,20,Good,20.1,1.06
40.792663,-73.949590,23,Good,15.1,2.81
40.769902,-73.949483,22,Fair,16.4,1.77
40.796617,-73.975592,38,Fair,16.0,3.01
40.796707,-73.975435,32,Fair,18.5,3.08
40.797187,-73.967774,19,Fair,18.1,3.08
40.797130,-73.974992,30,Good,22.2,0.35
40.769371,-73.950145,16,Fair,48.5,2.20
40.797153,-73.967697,20,Fair,18.8,2.02
40.796261,-73.975375,20,Dead,18.2,3.42
40.769151,-73.950268,12,Good,16.7,3.25
40.795681,-73.968851,20,Good,15.9,1.92
40.796878,-73.967382,20,Fair,17.6,2.53
40.789638,-73.968636,11,Good,12.6,1.04
40.795601,-73.968784,21,Good,17.6,2.75
40.795536,-73.976344,25,Fair,13.4,3.80
40.769340,-73.949500,17,Fair,16.6,5.54
40.782859,-73.974116,15,Poor,19.3,3.81
40.792777,-73.949277,25,Good,20.7,2.40
40.768971,-73.950391,13,Fair,13.0,1.84
40.792239,-73.949585,31,Good,18.0,3.00
40.795693,-73.968721,21,Good,18.4,1.05
40.789472,-73.968543,12,Good,12.8,2.52
40.769384,-73.949312,25,Good,17.0,18.03
40.797144,-73.967821,20,Good,17.8,3.95
40.768803,-73.949371,17,Good,12.1,11.76
40.781690,-73.978088,26,Good,15.0,4.62
40.788671,-73.971697,16,Good,20.8,2.69
40.769259,-73.949760,21,Good,17.4,3.11
40.794883,-73.976781,32,Good,20.7,2.55
40.796820,-73.975391,48,Good,20.7,2.75
40.788570,-73.971595,16,Good,22.1,1.11
40.789607,-73.968549,12,Good,13.9,1.90
40.782092,-73.972357,24,Good,17.6,2.99
40.782114,-73.972409,20,Good,17.6,2.40
40.769111,-73.950150,14,Good,18.7,3.72
40.796324,-73.975465,25,Poor,18.0,3.27
40.769734,-73.949477,18,Good,15.7,1.93
40.788481,-73.971870,15,Good,22.4,2.93
40.795385,-73.969150,13,Good,13.8,1.64
40.788844,-73.971963,20,Dead,22.4,2.81
40.781848,-73.978640,20,Good,15.0,1.56
40.792351,-73.949604,16,Good,15.8,0.78
40.782720,-73.973770,23,Good,22.5,1.55
40.769194,-73.950266,13,Good,13.4,0.19
40.795567,-73.968642,16,Good,14.2,1.04
40.788604,-73.972161,15,Good,15.9,4.63
40.795722,-73.968902,14,Good,14.1,0.88
40.796789,-73.967721,22,Fair,17.3,3.25
40.792468,-73.949394,20,Fair,14.0,2.08
40.797002,-73.967351,25,Good,19.3,2.67
40.797248,-73.974915,32,Good,23.6,4.18
40.795443,-73.968992,16,Good,18.4,2.91
40.769774,-73.949569,21,Fair,15.2,3.64
40.779048,-73.981496,18,Good,18.3,4.95
40.780043,-73.973418,27,Good,15.9,2.18
40.795649,-73.968876,18,Good,15.9,3.00
40.792775,-73.949509,23,Good,15.8,1.78
40.795521,-73.968325,10,Excellent,13.4,1.72
40.795369,-73.976530,30,Good,17.0,1.26
40.795370,-73.968842,23,Fair,18.7,4.35
40.769243,-73.949948,23,Fair,18.9,1.12
40.789712,-73.968371,9,Good,14.0,2.86
40.792022,-73.949483,23,Good,14.6,3.62
40.781847,-73.978737,19,Good,16.5,0.45
40.780132,-73.974481,29,Good,20.2,2.36
40.768751,-73.949410,20,Good,12.1,8.39
40.769090,-73.950065,26,Good,17.7,2.63
40.797047,-73.974763,8,Fair,18.2,2.96
40.795607,-73.976367,14,Good,11.8,2.20
40.788841,-73.972004,19,Good,20.4,2.82
40.797147,-73.975482,12,Fair,9.4,0.96
40.795324,-73.968999,10,Good,13.5,3.17
40.795753,-73.968230,15,Good,16.2,2.98
40.769413,-73.949389,20,Good,17.0,10.91
40.796650,-73.967753,26,Good,21.0,3.14
40.795310,-73.976461,24,Good,17.3,2.72
40.781920,-73.978378,22,Good,16.5,4.28
40.781700,-73.972211,21,Good,23.0,2.27
40.796951,-73.975388,38,Fair,19.2,1.21
40.769312,-73.949450,23,Fair,16.9,7.95
40.795597,-73.968909,19,Good,18.4,0.53
40.797120,-73.967601,22,Good,17.5,1.28
40.769036,-73.950349,15,Good,16.3,0.79
40.769819,-73.949248,20,Good,16.4,20.57
40.796865,-73.974782,8,Fair,17.8,4.12
40.768775,-73.949517,21,Fair,12.1,0.98
40.796822,-73.967419,18,Good,17.6,1.29
40.795445,-73.976783,15,Good,10.6,0.97
40.788569,-73.972061,19,Fair,22.6,1.84
40.789543,-73.968490,13,Good,10.4,2.42
40.782214,-73.973205,36,Good,25.1,1.93
40.788729,-73.971799,17,Fair,21.3,2.34
40.792030,-73.949442,25,Good,16.5,3.21
40.769062,-73.950194,14,Good,18.7,2.94
40.780681,-73.975927,20,Good,23.9,5.62
40.799243,-73.974335,36,Fair,21.2,1.02
40.779951,-73.974201,24,Good,21.0,2.67
40.782695,-73.973702,21,Good,21.3,2.10
40.781319,-73.972675,18,Good,18.8,1.39
40.781397,-73.972565,14,Good,26.6,2.26
40.780101,-73.974562,24,Good,18.6,2.31
40.780414,-73.975283,21,Good,22.1,0.26
40.796045,-73.975277,33,Dead,17.9,3.09
40.799373,-73.972845,40,Fair,23.1,3.81
40.782600,-73.973473,21,Good,19.8,2.58
40.781446,-73.972472,17,Good,18.2,1.59
40.780529,-73.975566,24,Good,22.1,2.11
40.780511,-73.975633,14,Good,21.7,2.80
40.781608,-73.972280,22,Good,21.9,3.32
40.780552,-73.975619,21,Good,22.0,2.41
40.795556,-73.968804,20,Good,19.5,3.48
40.779780,-73.973799,22,Fair,19.1,2.69
40.781302,-73.975467,15,Good,32.2,3.30
40.780137,-73.973344,22,Poor,15.1,1.92
40.781358,-73.972532,17,Good,18.2,3.64
40.782794,-73.973945,27,Good,21.1,3.09
40.795286,-73.968907,18,Excellent,14.8,1.01
40.779880,-73.974032,22,Good,20.4,1.72
40.768110,-73.949329,0,Dead,6.3,29.28
40.788464,-73.971817,22,Good,22.4,2.96
40.780515,-73.973259,22,Good,21.3,1.32
40.782670,-73.973649,24,Good,22.3,3.40
40.774942,-73.968611,40,Good,18.1,4.44
40.789691,-73.968889,14,Good,12.2,1.66
40.780743,-73.976077,26,Poor,22.8,3.91
40.780435,-73.975339,27,Good,22.6,2.20
40.781276,-73.972701,26,Good,18.1,3.04
40.799210,-73.974177,45,Fair,19.3,0.86
40.780047,-73.974447,17,Good,17.8,1.14
40.781571,-73.972316,18,Good,18.7,3.83
40.788540,-73.971982,14,Good,21.3,3.47
40.779901,-73.974082,21,Good,21.1,2.19
40.766414,-73.952558,5,Fair,9.0,3.03
40.781344,-73.972607,15,Good,18.5,2.60
40.780508,-73.975519,23,Good,22.3,2.38
40.779805,-73.973852,18,Good,19.1,2.75
40.780621,-73.975771,19,Good,22.5,4.34
40.782842,-73.974063,22,Fair,21.1,2.58
40.781419,-73.972408,18,Good,17.9,1.04
40.782818,-73.974006,21,Good,19.5,0.50
40.781358,-73.975427,17,Good,16.6,1.73
40.780361,-73.975178,21,Good,20.8,3.93
40.782071,-73.972303,24,Dead,18.6,2.45
40.781333,-73.972468,16,Good,14.5,2.07
40.780635,-73.975808,14,Poor,22.9,4.67
40.781522,-73.972352,21,Good,18.7,3.18
40.780193,-73.973311,24,Good,22.6,1.46
40.779217,-73.981362,21,Good,17.1,3.34
40.782651,-73.973589,23,Good,20.5,1.12
40.779998,-73.974316,20,Good,21.3,3.22
40.799171,-73.966112,24,Good,8.1,1.26
40.799291,-73.974130,27,Good,21.8,1.66
40.780022,-73.974374,22,Good,17.7,4.80
40.781407,-73.975394,17,Good,16.5,2.90
40.782745,-73.973831,24,Good,22.6,2.51
40.795553,-73.968144,23,Good,16.8,2.68
40.779923,-73.974140,20,Good,21.3,2.62
40.780323,-73.973393,22,Good,18.0,3.16
40.781303,-73.972635,12,Good,19.3,0.83
40.780485,-73.975466,25,Good,22.3,3.11
40.780600,-73.975726,20,Good,22.5,1.95
40.779833,-73.973913,18,Good,21.4,3.33
40.780091,-73.973391,23,Good,15.3,1.66
40.780343,-73.973230,17,Good,14.0,2.19
40.780653,-73.975858,15,Poor,23.9,2.47
40.779772,-73.973490,5,Good,3.0,1.55
40.795418,-73.968935,19,Good,18.4,2.65
40.780383,-73.975229,22,Good,19.7,0.45
40.779973,-73.974256,19,Good,21.4,1.50
40.781903,-73.972517,31,Good,20.6,3.74
40.781482,-73.972374,22,Good,19.1,3.14
40.781223,-73.975499,19,Good,29.8,2.49
40.781426,-73.972604,23,Good,26.3,2.65
40.782623,-73.973531,24,Good,20.6,0.84
40.788613,-73.971570,15,Good,21.9,1.75
40.781480,-73.972571,22,Good,18.5,3.29
40.781923,-73.972599,34,Good,19.9,1.46
40.782770,-73.973889,25,Good,22.6,3.38
40.781655,-73.972240,27,Good,21.8,0.28
40.779762,-73.973731,20,Fair,20.1,0.85
40.780575,-73.975677,21,Good,22.6,2.73
40.781262,-73.972515,24,Good,18.9,2.47
40.780458,-73.975406,23,Good,21.9,1.04
40.779861,-73.973969,19,Good,21.7,4.10
40.782679,-73.973877,25,Good,23.5,3.14
40.769670,-73.949543,19,Good,13.9,0.83
40.769527,-73.949535,22,Good,16.2,1.65
40.780350,-73.975154,19,Good,20.8,2.22
40.765067,-73.958802,21,Good,17.1,1.45
40.769273,-73.950100,12,Fair,15.1,1.09
40.765108,-73.958683,18,Good,17.1,3.07
40.769410,-73.949464,20,Good,17.0,5.24
40.782656,-73.973738,20,Good,22.8,2.71
40.769153,-73.950133,17,Fair,20.5,1.93
40.799163,-73.974395,40,Good,20.2,4.03
40.769312,-73.949582,21,Good,17.2,1.24
40.769680,-73.949643,19,Good,14.9,2.53
40.782630,-73.973700,22,Good,22.3,2.76
40.765046,-73.958745,7,Fair,15.4,4.79
40.768927,-73.950416,18,Good,14.2,0.62
40.782781,-73.974073,25,Good,22.0,2.48
40.769874,-73.949258,22,Fair,16.4,18.39
40.769183,-73.949363,16,Good,13.4,13.82
40.782575,-73.973563,24,Good,22.2,2.88
40.769010,-73.950222,14,Dead,17.2,2.15
40.782712,-73.973921,26,Good,22.8,1.81
40.768992,-73.950318,18,Good,17.3,2.40
40.769016,-73.950267,14,Good,17.2,1.95
40.769028,-73.950244,11,Fair,17.2,2.35
40.764890,-73.958713,18,Good,17.7,2.34
40.769033,-73.950094,14,Good,19.1,2.82
40.780638,-73.975823,14,Good,22.9,5.15
40.782820,-73.974143,16,Good,21.6,1.69
40.769259,-73.949411,21,Good,13.4,9.40
40.768607,-73.949373,3,Good,13.5,13.12
40.782602,-73.973630,25,Good,23.2,2.37
40.769229,-73.949706,10,Good,14.6,0.98
40.782662,-73.973823,23,Good,23.2,1.70
40.768711,-73.949835,21,Good,13.5,3.32
40.769464,-73.949554,0,Dead,15.9,1.44
40.764951,-73.958868,11,Good,18.0,2.45
40.769144,-73.950078,12,Good,20.5,3.22
40.768872,-73.950221,20,Good,15.9,3.16
40.765182,-73.958613,14,Good,17.0,4.92
40.781313,-73.972609,13,Good,19.3,2.34
40.780650,-73.975873,15,Good,23.9,2.96
40.769427,-73.949345,16,Good,17.0,14.34
40.782734,-73.973958,27,Good,21.6,1.89
40.782539,-73.973508,22,Good,21.5,3.26
40.768934,-73.950283,11,Good,13.8,3.30
40.784200,-73.951163,3,Excellent,9.7,1.58
40.798155,-73.975881,26,Good,13.6,1.99
40.796174,-73.975770,38,Fair,16.4,2.88
40.799347,-73.974384,32,Good,19.6,3.54
40.797026,-73.975209,26,Good,20.5,2.52
40.796050,-73.975768,25,Good,20.7,1.82
40.799228,-73.974388,28,Good,20.8,4.73
40.798438,-73.973727,31,Good,23.0,3.29
40.796139,-73.975514,25,Good,20.5,4.50
40.796175,-73.975804,18,Fair,16.4,1.88
40.769332,-73.949622,18,Good,16.0,1.27
40.796627,-73.975496,22,Fair,25.9,0.94
40.799003,-73.974467,31,Good,21.7,3.40
40.795951,-73.975478,50,Fair,23.5,2.59
40.797041,-73.975036,30,Good,21.4,4.27
40.795700,-73.976111,19,Good,15.7,2.49
40.796164,-73.975632,28,Fair,19.7,3.20
40.769541,-73.949239,13,Good,14.3,21.33
40.795812,-73.975892,25,Good,20.5,1.59
40.796853,-73.975384,38,Good,21.2,1.63
40.796287,-73.975872,29,Good,17.7,3.96
40.765104,-73.958192,24,Fair,16.6,2.25
40.799211,-73.974119,27,Good,21.1,3.82
40.786739,-73.981512,25,Good,24.1,4.02
40.796892,-73.974621,42,Good,28.1,2.30
40.780736,-73.976068,29,Good,21.3,4.44
40.765413,-73.958561,0,Poor,9.1,2.50
40.796007,-73.975893,28,Fair,20.9,2.00
40.798875,-73.973060,38,Fair,23.1,2.17
40.796151,-73.975927,32,Fair,15.9,2.86
40.796527,-73.975576,27,Good,13.2,2.04
40.799311,-73.974635,22,Good,17.9,2.29
40.796480,-73.975225,31,Good,19.2,2.52
40.796875,-73.974497,38,Fair,27.1,1.21
40.797330,-73.974561,20,Good,28.8,2.70
40.797137,-73.974620,25,Good,25.2,1.31
40.796512,-73.974913,28,Good,21.7,1.94
40.797330,-73.974987,27,Fair,21.8,3.14
40.797000,-73.974622,21,Dead,28.4,3.40
40.787192,-73.981582,42,Good,27.3,2.23
40.797439,-73.975338,15,Good,10.1,2.33
40.797067,-73.974811,25,Good,24.3,1.05
40.796554,-73.975380,34,Good,20.4,0.38
40.795855,-73.976227,12,Good,17.2,2.17
40.796525,-73.974886,24,Good,21.7,0.92
40.797943,-73.973626,20,Good,21.5,1.98
40.796642,-73.974834,28,Good,21.2,3.30
40.797400,-73.973728,36,Good,27.3,3.11
40.795935,-73.976212,16,Good,13.6,3.81
40.797436,-73.974793,30,Good,21.9,2.63
40.797327,-73.973745,32,Good,27.1,2.05
40.797260,-73.974567,27,Good,24.1,0.40
40.796689,-73.975021,30,Good,18.4,4.78
40.795884,-73.975761,27,Good,19.9,2.86
40.796760,-73.975248,26,Fair,17.9,5.10
40.795854,-73.976066,31,Good,21.0,3.35
40.799009,-73.974415,37,Good,20.8,4.83
40.797015,-73.973873,37,Good,26.3,2.10
40.797245,-73.975059,32,Good,22.6,2.18
40.796893,-73.975283,24,Dead,19.2,1.14
40.796751,-73.974970,27,Poor,17.7,1.25
40.795541,-73.976391,25,Good,14.7,1.37
40.799369,-73.972497,27,Fair,25.0,1.27
40.796520,-73.975718,19,Good,17.6,6.71
40.796784,-73.974865,23,Good,17.1,3.65
40.796459,-73.975744,26,Good,17.9,3.97
40.797168,-73.973897,22,Good,22.6,2.92
40.797271,-73.973919,30,Good,22.1,1.27
40.796811,-73.975207,23,Good,19.4,3.72
40.796414,-73.975208,27,Good,22.7,3.14
40.799233,-73.973854,32,Good,20.5,3.82
40.795806,-73.976028,29,Good,21.0,2.98
40.799192,-73.974214,25,Good,20.1,1.83
40.796293,-73.975765,21,Good,16.3,2.83
40.786571,-73.981540,35,Good,23.0,1.81
40.797417,-73.974968,33,Good,22.3,2.62
40.797170,-73.974762,26,Good,24.9,4.27
40.797466,-73.974586,31,Good,23.1,2.18
40.797694,-73.973673,41,Good,19.7,3.01
40.796442,-73.975418,30,Good,21.0,2.36
40.796705,-73.974778,28,Good,22.0,3.30
40.795787,-73.976171,35,Good,18.5,3.27
40.796034,-73.976160,15,Good,12.1,1.63
40.787101,-73.981561,26,Good,20.3,3.05
40.797271,-73.974694,31,Good,25.0,4.42
40.797271,-73.975436,14,Good,9.7,1.18
40.796046,-73.975630,25,Good,22.9,1.80
40.799277,-73.974595,22,Good,12.9,2.84
40.798934,-73.974579,27,Good,20.1,3.19
40.796997,-73.974871,33,Fair,23.6,2.77
40.797181,-73.974612,29,Good,24.2,2.30
40.797069,-73.974654,25,Good,24.0,2.40
40.798798,-73.973279,32,Fair,22.9,4.56
40.799311,-73.973876,26,Good,19.6,2.74
40.797753,-73.974843,29,Good,18.3,2.09
40.796897,-73.974797,25,Good,18.4,2.80
40.799348,-73.974725,26,Good,16.7,1.29
40.799086,-73.972788,30,Good,22.7,4.18
40.797379,-73.974655,0,Dead,24.5,1.48
40.775267,-73.949797,11,Fair,9.7,0.92
40.783497,-73.971286,3,Dead,5.8,0.94
40.796101,-73.975411,24,Good,20.0,3.25
40.794508,-73.969182,6,Dead,5.4,6.63
40.796927,-73.974666,24,Good,28.1,3.18
40.788031,-73.971917,18,Dead,12.6,1.08
40.796802,-73.972685,2,Dead,4.7,2.09
40.789486,-73.971210,3,Good,5.0,3.07
40.768226,-73.949287,19,Poor,6.3,22.01
40.786641,-73.979354,5,Fair,10.6,2.79
40.786769,-73.979263,5,Good,9.2,1.17
40.764934,-73.964796,3,Good,12.4,2.01
40.768068,-73.949393,17,Fair,6.3,31.41
40.788569,-73.976249,8,Good,11.7,0.85
40.788682,-73.976164,9,Good,13.0,2.02
40.764971,-73.965130,5,Good,19.5,1.71
40.774433,-73.949771,3,Good,8.7,2.47
40.787372,-73.950016,24,Good,18.3,2.07
40.799341,-73.965930,19,Good,18.9,4.93
40.774302,-73.953144,2,Good,18.0,3.20
40.780712,-73.958242,6,Dead,6.8,0.93
40.791603,-73.949207,27,Good,18.6,1.10
40.780152,-73.973360,18,Fair,22.0,2.49
40.769319,-73.949906,3,Excellent,17.1,4.82
40.767636,-73.966025,24,Good,21.4,1.17
40.795942,-73.954454,25,Good,11.8,2.04
40.768639,-73.949689,3,Excellent,15.3,2.54
40.799233,-73.972757,29,Poor,23.8,1.47
40.791341,-73.949386,25,Good,20.3,5.68
40.798553,-73.973428,24,Fair,20.6,2.97
40.792505,-73.949742,28,Good,14.6,2.19
40.785717,-73.974323,3,Fair,8.4,1.18
40.766343,-73.963234,8,Dead,9.9,1.53
40.765695,-73.978522,2,Good,23.2,53.28
40.765111,-73.958431,3,Good,12.8,3.92
40.792351,-73.949867,22,Good,16.5,0.39
40.799093,-73.966288,7,Good,8.5,8.48
40.778605,-73.979652,16,Good,16.0,0.70
40.768271,-73.965649,5,Good,25.3,1.63
40.797350,-73.974859,3,Dead,20.4,2.88
40.773881,-73.958340,3,Excellent,16.1,2.47
40.768350,-73.965592,5,Good,6.6,5.65
40.791007,-73.971190,4,Good,7.3,2.86
40.780346,-73.956833,3,Excellent,46.4,0.82
40.780387,-73.956804,3,Excellent,8.5,1.52
40.780256,-73.956899,3,Excellent,8.1,1.56
40.798930,-73.950426,7,Fair,7.1,4.21
40.773761,-73.958056,3,Excellent,9.7,1.20
40.765325,-73.972882,28,Good,16.1,4.35
40.780560,-73.975751,3,Dead,21.0,1.88
40.765697,-73.972918,31,Good,15.8,3.24
40.795975,-73.965508,25,Good,19.3,2.91
40.779123,-73.978921,12,Good,11.9,2.19
40.796151,-73.967625,30,Fair,15.2,2.48
40.799063,-73.972784,30,Good,23.2,2.43
40.768322,-73.967240,3,Excellent,10.4,7.27
40.779105,-73.960206,0,Dead,10.5,1.10
40.796221,-73.967800,30,Fair,18.0,2.95
40.796947,-73.967365,20,Fair,18.7,3.44
40.796076,-73.967440,30,Fair,5.7,1.60
40.786109,-73.976033,4,Good,7.6,16.93
40.775558,-73.960807,3,Poor,9.7,0.49
40.767529,-73.965119,5,Good,7.3,0.88
40.773807,-73.958165,3,Good,14.9,2.39
40.781617,-73.975585,7,Fair,17.3,1.23
40.766981,-73.965684,25,Good,22.1,2.10
40.766813,-73.965271,25,Good,20.4,1.56
40.778106,-73.960652,28,Good,16.4,1.74
40.769298,-73.955617,5,Fair,9.2,1.13
